COG_ID	category	name	mean_post	median_post	sd_post	n_present	n_recon	consensus_present	vote	combined_post	euryroot_ml_post	euryroot_unif_post	gld_min1_post	gld_min4_post
COG3161	H	4-hydroxybenzoate synthetase (chorismate-pyruvate lyase)	0.3932	0.3503	0.2023	2	5	0	2/5	0.2198	0.5896	0.1444	0.6620	0.3503
COG3162	S	Uncharacterized membrane protein, DUF485 family	0.0067	0.0020	0.0102	0	5	0	0/5	0.0007	0.0020	0.0008	0.0271	0.0030
COG3164	S	Uncharacterized conserved protein YhdP, contains DUF3971 and AsmA2 domains	0.0031	0.0033	0.0004	0	5	0	0/5	0.0036	0.0028	0.0033	0.0026	0.0033
COG3165	H	Ubiquinone biosynthesis protein UbiJ, contains SCP2 domain	0.0061	0.0037	0.0066	0	5	0	0/5	0.0007	0.0037	0.0006	0.0183	0.0074
COG3166	NW	Type IV pilus assembly protein PilN	0.0020	0.0020	0.0008	0	5	0	0/5	0.0020	0.0009	0.0027	0.0030	0.0012
COG3167	NW	Type IV pilus assembly protein PilO	0.0126	0.0075	0.0113	0	5	0	0/5	0.0075	0.0064	0.0051	0.0351	0.0091
COG3168	NW	Type IV pilus assembly protein PilP	0.0070	0.0074	0.0053	0	5	0	0/5	0.0019	0.0075	0.0017	0.0164	0.0074
COG3169	S	Uncharacterized membrane protein, DMT/DUF486 family	0.0011	0.0009	0.0006	0	5	0	0/5	0.0006	0.0009	0.0006	0.0022	0.0010
COG3170	NW	Type IV pilus assembly protein FimV	0.0031	0.0037	0.0023	0	5	0	0/5	0.0037	0.0003	0.0056	0.0053	0.0004
COG3171	S	Uncharacterized conserved protein YggL, DUF469 family	0.0059	0.0028	0.0067	0	5	0	0/5	0.0018	0.0028	0.0011	0.0191	0.0049
COG3172	H	Nicotinamide riboside kinase	0.0017	0.0015	0.0008	0	5	0	0/5	0.0027	0.0012	0.0023	0.0015	0.0006
COG3173	R	Predicted  kinase, aminoglycoside phosphotransferase (APT) family	0.0957	0.0251	0.1218	0	5	0	0/5	0.0148	0.0251	0.0102	0.3309	0.0974
COG3174	P	Membrane component of predicted Mg2+ transport system, contains DUF4010 domain	0.6496	0.7887	0.2965	3	5	1	3/5	0.2524	0.8814	0.3401	0.9856	0.7887
COG3175	CO	Cytochrome c oxidase assembly protein Cox11	0.0024	0.0024	0.0010	0	5	0	0/5	0.0037	0.0013	0.0033	0.0024	0.0014
COG3176	R	Putative hemolysin	0.0026	0.0017	0.0018	0	5	0	0/5	0.0017	0.0013	0.0023	0.0061	0.0016
COG3177	K	Fic family protein	0.2102	0.1569	0.1077	0	5	0	0/5	0.1569	0.3491	0.0709	0.3236	0.1503
COG3178	R	Predicted phosphotransferase, aminoglycoside/choline kinase (APH/ChoK) family	0.0034	0.0031	0.0016	0	5	0	0/5	0.0028	0.0014	0.0031	0.0064	0.0035
COG3179	G	Chitinase, GH19 family	0.0015	0.0010	0.0012	0	5	0	0/5	0.0010	0.0008	0.0010	0.0039	0.0009
COG3180	R	Uncharacterized membrane protein AbrB, regulator of aidB expression	0.0030	0.0019	0.0026	0	5	0	0/5	0.0014	0.0013	0.0019	0.0081	0.0022
COG3181	C	Tripartite-type tricarboxylate transporter, extracytoplasmic receptor component TctC	0.0100	0.0054	0.0079	0	5	0	0/5	0.0054	0.0110	0.0054	0.0248	0.0032
COG3182	S	PepSY-associated TM region	0.0015	0.0010	0.0012	0	5	0	0/5	0.0016	0.0003	0.0010	0.0037	0.0007
COG3183	V	Predicted restriction endonuclease, HNH family	0.1740	0.0940	0.2318	1	5	0	1/5	0.0260	0.1078	0.0109	0.6315	0.0940
COG3184	S	Uncharacterized conserved protein, contains DUF2059 domain	0.0018	0.0016	0.0010	0	5	0	0/5	0.0019	0.0006	0.0012	0.0036	0.0016
COG3185	ER	4-hydroxyphenylpyruvate dioxygenase and related hemolysins	0.0434	0.0157	0.0527	0	5	0	0/5	0.0125	0.0157	0.0133	0.1484	0.0273
COG3186	E	Phenylalanine-4-hydroxylase	0.0003	0.0002	0.0002	0	5	0	0/5	0.0002	0.0002	0.0002	0.0008	0.0002
COG3187	O	Heat shock protein HslJ	0.0497	0.0078	0.0756	0	5	0	0/5	0.0078	0.0069	0.0041	0.1998	0.0298
COG3188	NW	Outer membrane usher protein FimD/PapC	0.0006	0.0007	0.0002	0	5	0	0/5	0.0009	0.0004	0.0007	0.0007	0.0004
COG3189	S	Uncharacterized conserved protein YeaO, DUF488 family	0.3822	0.3472	0.3214	1	5	0	1/5	0.1155	0.4772	0.0306	0.9404	0.3472
COG3190	N	Flagellar biogenesis protein FliO	0.0021	0.0022	0.0007	0	5	0	0/5	0.0026	0.0014	0.0032	0.0022	0.0012
COG3191	E	L-aminopeptidase/D-esterase	0.2712	0.1005	0.2895	1	5	0	1/5	0.0530	0.1005	0.0236	0.7876	0.3912
COG3192	E	Ethanolamine transporter EutH, required for ethanolamine utilization at low pH	0.0010	0.0008	0.0005	0	5	0	0/5	0.0008	0.0006	0.0011	0.0019	0.0008
COG3193	T	Heme-binding protein HbpS, GlcG/HbpS family	0.0948	0.0516	0.1126	0	5	0	0/5	0.0142	0.0516	0.0093	0.3130	0.0859
COG3194	F	Ureidoglycolate hydrolase (allantoin degradation)	0.0073	0.0025	0.0090	0	5	0	0/5	0.0025	0.0020	0.0020	0.0252	0.0047
COG3195	F	2-oxo-4-hydroxy-4-carboxy--5-ureidoimidazoline (OHCU) decarboxylase (uric acid degradation)	0.0005	0.0004	0.0001	0	5	0	0/5	0.0004	0.0004	0.0004	0.0007	0.0005
COG3196	R	Colicin E2 tolerance protein CbrC, UPF0167 family	0.0015	0.0008	0.0015	0	5	0	0/5	0.0008	0.0007	0.0005	0.0046	0.0011
COG3197	O	Cytochrome oxidase maturation protein, CcoS/FixS family	0.0021	0.0013	0.0021	0	5	0	0/5	0.0013	0.0009	0.0007	0.0062	0.0016
COG3198	S	Uncharacterized conserved protein	0.0066	0.0042	0.0073	0	5	0	0/5	0.0015	0.0042	0.0016	0.0209	0.0047
COG3199	F	NAD kinase	0.9593	0.9551	0.0258	5	5	1	5/5	0.9401	0.9551	0.9241	0.9872	0.9899
COG3200	E	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase, class II	0.0015	0.0013	0.0003	0	5	0	0/5	0.0012	0.0013	0.0015	0.0020	0.0013
COG3201	H	Nicotinamide riboside transporter PnuC	0.0004	0.0001	0.0004	0	5	0	0/5	0.0009	0.0001	0.0008	0.0000	0.0000
COG3202	C	ATP/ADP translocase	0.0009	0.0005	0.0010	0	5	0	0/5	0.0002	0.0005	0.0002	0.0028	0.0010
COG3203	M	Outer membrane porin OmpC/OmpF/PhoE	0.0046	0.0051	0.0021	0	5	0	0/5	0.0079	0.0022	0.0053	0.0051	0.0026
COG3204	R	Uncharacterized Ca-binding beta-propeller protein YjiK	0.0053	0.0035	0.0036	0	5	0	0/5	0.0035	0.0033	0.0038	0.0125	0.0035
COG3205	S	Uncharacterized membrane protein, DUF2061 family	0.0732	0.0851	0.0422	0	5	0	0/5	0.0275	0.0859	0.0277	0.1398	0.0851
COG3206	M	Exopolysaccharide export protein/domain GumC/Wzc1	0.0113	0.0134	0.0063	0	5	0	0/5	0.0190	0.0040	0.0162	0.0134	0.0039
COG3207	Q	Pyoverdine/dityrosine biosynthesis protein Dit1	0.0014	0.0013	0.0008	0	5	0	0/5	0.0006	0.0013	0.0007	0.0028	0.0014
COG3208	Q	Surfactin synthase thioesterase subunit	0.0066	0.0013	0.0100	0	5	0	0/5	0.0010	0.0013	0.0005	0.0265	0.0039
COG3209	R	Uncharacterized conserved protein RhaS, contains 28 RHS repeats	0.0329	0.0359	0.0260	0	5	0	0/5	0.0751	0.0074	0.0423	0.0359	0.0038
COG3210	U	Large exoprotein involved in heme utilization or adhesion	0.0249	0.0062	0.0260	0	5	0	0/5	0.0658	0.0045	0.0455	0.0062	0.0023
COG3211	R	Secreted phosphatase, PhoX family	0.0060	0.0020	0.0087	0	5	0	0/5	0.0020	0.0010	0.0023	0.0234	0.0012
COG3212	O	PepSY domain containing protein, regulator of zincin peptidase activity	0.0847	0.0264	0.0803	0	5	0	0/5	0.0224	0.1303	0.0264	0.2224	0.0222
COG3213	T	Nitric oxide response protein NnrS	0.0090	0.0014	0.0151	0	5	0	0/5	0.0006	0.0014	0.0007	0.0392	0.0033
COG3214	L	DNA glycosylase YcaQ, repair of DNA interstrand crosslinks	0.0240	0.0087	0.0325	0	5	0	0/5	0.0087	0.0038	0.0104	0.0888	0.0084
COG3215	NW	Type IV pilus assembly protein PilZ	0.0060	0.0039	0.0044	0	5	0	0/5	0.0024	0.0039	0.0023	0.0141	0.0074
COG3216	S	Uncharacterized conserved protein, DUF2062 family	0.0061	0.0027	0.0045	0	5	0	0/5	0.0027	0.0100	0.0024	0.0129	0.0023
COG3217	FV	N-hydroxylaminopurine reductase subunit YcbX, contains MOSC domain	0.0707	0.0315	0.0809	0	5	0	0/5	0.0063	0.0315	0.0098	0.2228	0.0833
COG3218	R	ABC-type uncharacterized transport system, auxiliary component	0.0186	0.0121	0.0200	0	5	0	0/5	0.0059	0.0121	0.0039	0.0580	0.0132
COG3219	S	Uncharacterized conserved protein, DUF2063 family	0.0007	0.0005	0.0006	0	5	0	0/5	0.0003	0.0005	0.0004	0.0019	0.0006
COG3220	S	Uncharacterized conserved protein, UPF0276 family	0.0018	0.0008	0.0020	0	5	0	0/5	0.0010	0.0006	0.0007	0.0058	0.0008
COG3221	P	ABC-type phosphate/phosphonate transport system, periplasmic component	0.0827	0.0275	0.1248	0	5	0	0/5	0.0136	0.0275	0.0116	0.3319	0.0287
COG3222	S	Uncharacterized conserved protein, glycosyltransferase A (GT-A) superfamily, DUF2064 family	0.0716	0.0225	0.0975	0	5	0	0/5	0.0144	0.0225	0.0102	0.2651	0.0456
COG3223	R	Phosphate starvation-inducible membrane PsiE (function unknown)	0.0016	0.0016	0.0005	0	5	0	0/5	0.0010	0.0021	0.0011	0.0016	0.0021
COG3224	R	Antibiotic biosynthesis monooxygenase (ABM) superfamily enzyme	0.0909	0.0094	0.1271	0	5	0	0/5	0.0083	0.0094	0.0069	0.3363	0.0936
COG3225	N	ABC-type uncharacterized transport system involved in gliding motility, auxiliary component	0.0132	0.0057	0.0132	0	5	0	0/5	0.0116	0.0057	0.0042	0.0391	0.0056
COG3226	K	DNA-binding transcriptional regulator YbjK	0.0083	0.0016	0.0129	0	5	0	0/5	0.0015	0.0016	0.0010	0.0341	0.0031
COG3227	O	Zn-dependent metalloprotease (Neutral protease B)	0.0300	0.0147	0.0353	0	5	0	0/5	0.0161	0.0110	0.0147	0.1005	0.0079
COG3228	T	Mlc titration factor MtfA, regulates ptsG expression	0.0260	0.0093	0.0363	0	5	0	0/5	0.0024	0.0093	0.0016	0.0975	0.0191
COG3230	P	Heme oxygenase	0.0025	0.0010	0.0035	0	5	0	0/5	0.0005	0.0010	0.0003	0.0095	0.0014
COG3231	J	Aminoglycoside phosphotransferase	0.0023	0.0019	0.0012	0	5	0	0/5	0.0018	0.0011	0.0019	0.0046	0.0019
COG3232	E	5-carboxymethyl-2-hydroxymuconate isomerase	0.0031	0.0013	0.0029	0	5	0	0/5	0.0009	0.0013	0.0011	0.0085	0.0037
COG3233	R	Predicted deacetylase	0.2974	0.3145	0.2238	1	5	0	1/5	0.0748	0.3833	0.0522	0.6621	0.3145
COG3234	S	Uncharacterized conserved protein YfaT, DUF1175 family	0.0079	0.0026	0.0114	0	5	0	0/5	0.0004	0.0026	0.0004	0.0304	0.0059
COG3235	S	Uncharacterized membrane protein	0.0050	0.0032	0.0053	0	5	0	0/5	0.0008	0.0032	0.0007	0.0150	0.0054
COG3236	HV	N-glycosidase YbiA/RibX (riboflavin biosynthesis, damage control), NADAR superfamily	0.0008	0.0010	0.0004	0	5	0	0/5	0.0003	0.0010	0.0003	0.0013	0.0010
COG3237	S	Uncharacterized conserved protein YjbJ, UPF0337 family	0.0119	0.0009	0.0219	0	5	0	0/5	0.0009	0.0011	0.0008	0.0556	0.0009
COG3238	S	Uncharacterized membrane protein YdcZ, DUF606 family	0.0029	0.0010	0.0042	0	5	0	0/5	0.0010	0.0005	0.0010	0.0113	0.0008
COG3239	I	Fatty acid desaturase	0.0007	0.0006	0.0005	0	5	0	0/5	0.0006	0.0002	0.0013	0.0012	0.0003
COG3240	IR	Phospholipase/lecithinase/hemolysin	0.0022	0.0012	0.0023	0	5	0	0/5	0.0006	0.0012	0.0009	0.0067	0.0018
COG3241	C	Azurin	0.0007	0.0006	0.0004	0	5	0	0/5	0.0003	0.0006	0.0003	0.0015	0.0007
COG3242	S	Uncharacterized conserved protein YjeT, DUF2065 family	0.0075	0.0070	0.0018	0	5	0	0/5	0.0070	0.0052	0.0061	0.0101	0.0091
COG3243	I	Poly-beta-hydroxybutyrate synthase	0.0694	0.0306	0.0796	0	5	0	0/5	0.0306	0.0136	0.0226	0.2263	0.0539
COG3245	C	Cytochrome c5	0.0023	0.0019	0.0011	0	5	0	0/5	0.0015	0.0021	0.0015	0.0044	0.0019
COG3246	S	Uncharacterized conserved protein, DUF849 family	0.2714	0.1284	0.2873	1	5	0	1/5	0.0269	0.1284	0.0293	0.7807	0.3918
COG3247	R	Acid resistance membrane protein HdeD, DUF308 family	0.1191	0.0722	0.1394	0	5	0	0/5	0.0313	0.0722	0.0152	0.3934	0.0835
COG3248	M	Nucleoside-specific outer membrane channel protein Tsx	0.0035	0.0012	0.0044	0	5	0	0/5	0.0009	0.0012	0.0006	0.0122	0.0027
COG3249	S	Uncharacterized conserved protein, DUF2066 domain	0.0036	0.0021	0.0037	0	5	0	0/5	0.0005	0.0021	0.0006	0.0105	0.0044
COG3250	G	Beta-galactosidase/beta-glucuronidase	0.0490	0.0228	0.0686	0	5	0	0/5	0.0228	0.0043	0.0232	0.1854	0.0091
COG3251	Q	MbtH family protein, regulates adenylation domains of NRPSs	0.0179	0.0039	0.0286	0	5	0	0/5	0.0016	0.0039	0.0012	0.0749	0.0081
COG3252	H	Methenyltetrahydromethanopterin cyclohydrolase	0.9811	0.9999	0.0308	5	5	1	5/5	0.9850	0.9999	0.9205	1.0000	0.9999
COG3253	HP	Coproheme decarboxylase/chlorite dismutase	0.0156	0.0017	0.0265	0	5	0	0/5	0.0017	0.0010	0.0017	0.0686	0.0051
COG3254	M	L-rhamnose mutarotase	0.0222	0.0031	0.0394	0	5	0	0/5	0.0033	0.0013	0.0022	0.1009	0.0031
COG3255	I	Putative sterol carrier protein, contains SCP2 domain	0.5481	0.5907	0.3314	3	5	1	3/5	0.1139	0.5907	0.2295	0.9530	0.8536
COG3256	P	Nitric oxide reductase large subunit	0.2215	0.0417	0.3040	1	5	0	1/5	0.0218	0.0417	0.0128	0.8099	0.2213
COG3257	F	Ureidoglycine aminohydrolase	0.0038	0.0019	0.0038	0	5	0	0/5	0.0019	0.0018	0.0014	0.0114	0.0024
COG3258	P	Thiosulfate dehydrogenase TsdA, contains C-terminal cytochrome c domain	0.0291	0.0073	0.0489	0	5	0	0/5	0.0009	0.0073	0.0005	0.1266	0.0100
COG3259	C	Coenzyme F420-reducing hydrogenase, alpha subunit	0.4237	0.3287	0.2797	2	5	0	2/5	0.1944	0.0898	0.3287	0.7278	0.7779
COG3260	C	Ni,Fe-hydrogenase III small subunit	0.9809	0.9984	0.0226	5	5	1	5/5	0.9613	0.9994	0.9463	0.9984	0.9991
COG3261	C	Ni,Fe-hydrogenase III large subunit	0.9780	0.9978	0.0264	5	5	1	5/5	0.9358	0.9994	0.9578	0.9992	0.9978
COG3262	C	Ni,Fe-hydrogenase III component G	0.5018	0.4820	0.1445	1	5	1	1/5	0.3139	0.7611	0.4839	0.4820	0.4679
COG3263	CP	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains	0.1195	0.0887	0.0769	0	5	0	0/5	0.1287	0.2613	0.0887	0.0846	0.0344
COG3264	M	Small-conductance mechanosensitive channel MscK	0.0396	0.0195	0.0289	0	5	0	0/5	0.0784	0.0164	0.0711	0.0127	0.0195
COG3265	G	Gluconate kinase	0.0008	0.0007	0.0006	0	5	0	0/5	0.0007	0.0003	0.0007	0.0020	0.0004
COG3266	D	Cell division protein DamX, binds to the septal ring, contains C-terminal SPOR domain	0.0071	0.0031	0.0063	0	5	0	0/5	0.0157	0.0018	0.0139	0.0031	0.0010
COG3267	UW	Type II secretory pathway ATPase component GspA/ExeA/MshM	0.0074	0.0056	0.0039	0	5	0	0/5	0.0102	0.0032	0.0136	0.0056	0.0042
COG3268	S	Uncharacterized conserved protein, related to short-chain dehydrogenases	0.0195	0.0028	0.0326	0	5	0	0/5	0.0028	0.0017	0.0028	0.0847	0.0054
COG3269	R	Predicted RNA-binding protein, contains TRAM domain	0.9600	0.9965	0.0546	5	5	1	5/5	0.9504	0.9973	0.8570	0.9986	0.9965
COG3270	J	Ribosome biogenesis protein, NOL1/NOP2/FMU family	0.4780	0.5439	0.1997	3	5	0	3/5	0.2768	0.5439	0.2091	0.6651	0.6952
COG3271	U	Predicted double-glycine leader peptidase, C39-like (CLD) domain	0.1265	0.0971	0.1101	0	5	0	0/5	0.0225	0.1548	0.0333	0.3250	0.0971
COG3272	S	Uncharacterized conserved protein YbgA, DUF1722 family	0.0296	0.0221	0.0351	0	5	0	0/5	0.0014	0.0221	0.0037	0.0973	0.0235
COG3273	R	Uncharacterized protein, contains PhoU and TrkA_C domains	0.9292	0.9648	0.0726	5	5	1	5/5	0.8841	0.9648	0.8084	0.9929	0.9956
COG3274	M	Surface polysaccharide O-acyltransferase WecH	0.0212	0.0100	0.0261	0	5	0	0/5	0.0100	0.0027	0.0057	0.0728	0.0147
COG3275	T	Sensor histidine kinase, LytS/YehU family	0.0300	0.0046	0.0502	0	5	0	0/5	0.0040	0.0036	0.0046	0.1303	0.0075
COG3276	J	Selenocysteine-specific translation elongation factor SelB	0.9980	1.0000	0.0029	5	5	1	5/5	0.9973	1.0000	0.9925	1.0000	1.0000
COG3277	J	rRNA processing protein Gar1	0.9685	0.9830	0.0301	5	5	1	5/5	0.9535	0.9830	0.9164	0.9938	0.9959
COG3278	C	Cbb3-type cytochrome oxidase, subunit 1	0.0201	0.0071	0.0299	0	5	0	0/5	0.0032	0.0071	0.0017	0.0797	0.0088
COG3279	KT	DNA-binding response regulator, LytR/AlgR family	0.0021	0.0013	0.0019	0	5	0	0/5	0.0049	0.0003	0.0040	0.0013	0.0002
COG3280	G	Maltooligosyltrehalose synthase	0.1742	0.0187	0.2420	1	5	0	1/5	0.0091	0.0187	0.0132	0.6380	0.1919
COG3281	G	Predicted trehalose synthase	0.3150	0.2790	0.2897	1	5	0	1/5	0.0260	0.2790	0.0265	0.7998	0.4435
COG3283	KE	Transcriptional regulator TyrR of aromatic amino acids metabolism	0.0021	0.0013	0.0018	0	5	0	0/5	0.0011	0.0014	0.0010	0.0058	0.0013
COG3284	K	Transcriptional regulator DhaR of acetoin/glycerol metabolism	0.0224	0.0046	0.0360	0	5	0	0/5	0.0046	0.0027	0.0022	0.0942	0.0084
COG3285	L	Eukaryotic-type DNA primase	0.1464	0.0482	0.1806	0	5	0	0/5	0.0161	0.1601	0.0159	0.4917	0.0482
COG3286	S	Uncharacterized conserved protein, DUF2067 domain	0.6039	0.8684	0.3551	3	5	1	3/5	0.2667	0.8847	0.0837	0.8684	0.9160
COG3287	T	FIST domain protein MJ1623, contains FIST_N and FIST_C domains	0.1583	0.0871	0.1237	0	5	0	0/5	0.0589	0.3476	0.0359	0.2620	0.0871
COG3288	C	NAD/NADP transhydrogenase alpha subunit	0.0042	0.0048	0.0028	0	5	0	0/5	0.0082	0.0009	0.0060	0.0048	0.0011
COG3290	T	Sensor histidine kinase DipB regulating citrate/malate metabolism	0.0060	0.0048	0.0045	0	5	0	0/5	0.0057	0.0024	0.0048	0.0146	0.0027
COG3291	S	Uncharacterized conserved protein, PKD repeat domain	0.7982	0.8601	0.1543	5	5	1	5/5	0.5513	0.9501	0.6909	0.9387	0.8601
COG3292	T	Periplasmic ligand-binding sensor domain	0.0371	0.0109	0.0536	0	5	0	0/5	0.0106	0.0109	0.0121	0.1443	0.0074
COG3293	X	Transposase	0.1511	0.0979	0.1832	1	5	0	1/5	0.0150	0.1191	0.0158	0.5076	0.0979
COG3294	R	Metal-dependent phosphatase/phosphodiesterase, HD supefamily	0.7336	0.7954	0.2429	3	5	1	3/5	0.4846	0.7954	0.4152	0.9945	0.9781
COG3295	S	Uncharacterized conserved protein	0.0022	0.0009	0.0027	0	5	0	0/5	0.0005	0.0009	0.0003	0.0075	0.0016
COG3296	R	Uncharacterized Tic20-related protein, DUF4870 domain	0.0177	0.0100	0.0195	0	5	0	0/5	0.0110	0.0043	0.0069	0.0564	0.0100
COG3297	U	Type II secretory pathway, component PulL	0.0025	0.0023	0.0006	0	5	0	0/5	0.0036	0.0023	0.0028	0.0019	0.0019
COG3298	L	Predicted 3'-5' exonuclease related to the exonuclease domain of PolB	0.0276	0.0118	0.0368	0	5	0	0/5	0.0052	0.0118	0.0046	0.1008	0.0158
COG3299	X	Uncharacterized phage protein gp47/JayE	0.0520	0.0222	0.0562	0	5	0	0/5	0.0222	0.0547	0.0150	0.1598	0.0085
COG3300	T	MHYT domain, NO-binding membrane sensor	0.0109	0.0047	0.0127	0	5	0	0/5	0.0028	0.0047	0.0023	0.0359	0.0086
COG3301	P	Nitrite/polysulfide reductase, membrane component NrfD/PsrC	0.3780	0.3719	0.3337	1	5	0	1/5	0.0374	0.3719	0.0437	0.9389	0.4983
COG3302	C	DMSO reductase anchor subunit DmsC	0.0601	0.0295	0.0683	0	5	0	0/5	0.0136	0.0295	0.0117	0.1935	0.0520
COG3303	P	Formate-dependent nitrite reductase, periplasmic cytochrome c552 subunit	0.1300	0.0292	0.2174	1	5	0	1/5	0.0093	0.0292	0.0051	0.5640	0.0425
COG3304	S	Uncharacterized membrane protein YccF, DUF307 family	0.0232	0.0029	0.0354	0	5	0	0/5	0.0029	0.0018	0.0016	0.0931	0.0167
COG3305	S	Uncharacterized membrane protein, DUF2068 family	0.0409	0.0269	0.0556	0	5	0	0/5	0.0006	0.0269	0.0005	0.1496	0.0271
COG3306	M	Glycosyltransferase involved in LPS biosynthesis, GR25 family	0.0006	0.0006	0.0001	0	5	0	0/5	0.0007	0.0006	0.0006	0.0006	0.0004
COG3307	M	O-antigen ligase	0.0169	0.0066	0.0239	0	5	0	0/5	0.0075	0.0013	0.0045	0.0644	0.0066
COG3308	S	Uncharacterized membrane protein	0.0047	0.0037	0.0051	0	5	0	0/5	0.0005	0.0037	0.0005	0.0143	0.0044
COG3309	V	Virulence-associated protein VapD, endoribonuclease	0.0009	0.0010	0.0003	0	5	0	0/5	0.0006	0.0011	0.0005	0.0014	0.0010
COG3310	S	Uncharacterized conserved protein, DUF1415 family	0.0026	0.0021	0.0017	0	5	0	0/5	0.0014	0.0021	0.0010	0.0058	0.0028
COG3311	KX	DNA-binding transcriptional regulator AlpA	0.0152	0.0046	0.0223	0	5	0	0/5	0.0059	0.0019	0.0040	0.0597	0.0046
COG3312	C	FoF1-type ATP synthase accessory protein AtpI	0.0178	0.0065	0.0242	0	5	0	0/5	0.0008	0.0065	0.0007	0.0649	0.0162
COG3313	R	Predicted Fe-S protein YdhL, DUF1289 family	0.0026	0.0026	0.0009	0	5	0	0/5	0.0029	0.0010	0.0026	0.0037	0.0026
COG3314	DE	Spore dipicolinate transporter SpoVV/YjiH/YlbJ, contains nucleoside recognition GATE domain	0.0033	0.0022	0.0037	0	5	0	0/5	0.0028	0.0007	0.0022	0.0105	0.0005
COG3315	Q	O-Methyltransferase involved in polyketide biosynthesis	0.1650	0.1074	0.1912	1	5	0	1/5	0.0314	0.1074	0.0175	0.5374	0.1312
COG3316	X	Transposase (or an inactivated derivative), DDE domain	0.3894	0.3632	0.2542	2	5	0	2/5	0.1232	0.3632	0.1379	0.8032	0.5196
COG3317	M	Outer membrane beta-barrel protein assembly factor BamC	0.0025	0.0025	0.0010	0	5	0	0/5	0.0040	0.0014	0.0033	0.0025	0.0015
COG3318	S	Uncharacterized conserved protein YecA, UPF0149 family, contains C-terminal Zn-binding SEC-C motif	0.0036	0.0022	0.0025	0	5	0	0/5	0.0021	0.0022	0.0017	0.0084	0.0037
COG3319	Q	Thioesterase domain of type I polyketide synthase or non-ribosomal peptide synthetase	0.0020	0.0008	0.0028	0	5	0	0/5	0.0003	0.0008	0.0002	0.0075	0.0012
COG3320	Q	Thioester reductase domain of alpha aminoadipate reductase Lys2 and NRPSs	0.0052	0.0024	0.0060	0	5	0	0/5	0.0011	0.0024	0.0010	0.0170	0.0046
COG3321	Q	Acyl transferase domain in polyketide synthase (PKS) enzymes	0.0039	0.0018	0.0044	0	5	0	0/5	0.0018	0.0015	0.0012	0.0127	0.0024
COG3322	T	Extracellular (periplasmic) sensor domain CHASE (specificity unknown)	0.1975	0.1300	0.1590	1	5	0	1/5	0.0971	0.1300	0.0634	0.5038	0.1931
COG3323	S	PII-like insert in the uncharacterized protein YqfO, YbgI/NIF3 family	0.0009	0.0004	0.0010	0	5	0	0/5	0.0003	0.0004	0.0004	0.0029	0.0007
COG3324	R	Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family	0.1891	0.1987	0.1574	0	5	0	0/5	0.0359	0.2150	0.0328	0.4633	0.1987
COG3325	G	Chitinase, GH18 family	0.0322	0.0275	0.0227	0	5	0	0/5	0.0081	0.0589	0.0275	0.0582	0.0081
COG3326	S	Uncharacterized membrane protein YsdA, DUF1294 family	0.0513	0.0431	0.0376	0	5	0	0/5	0.0431	0.0132	0.0218	0.1192	0.0594
COG3327	K	DNA-binding transcriptional regulator PaaX (phenylacetic acid degradation)	0.0206	0.0100	0.0216	0	5	0	0/5	0.0060	0.0100	0.0067	0.0631	0.0171
COG3328	X	Transposase (or an inactivated derivative)	0.2552	0.1786	0.2887	1	5	0	1/5	0.0381	0.2204	0.0266	0.8123	0.1786
COG3329	S	Uncharacterized conserved protein Alr0986	0.0055	0.0015	0.0083	0	5	0	0/5	0.0008	0.0015	0.0010	0.0221	0.0021
COG3330	S	Uncharacterized conserved protein BH1414	0.0104	0.0056	0.0124	0	5	0	0/5	0.0016	0.0056	0.0020	0.0348	0.0081
COG3331	R	Penicillin-binding protein-related factor A, putative recombinase	0.0055	0.0050	0.0019	0	5	0	0/5	0.0040	0.0073	0.0031	0.0050	0.0082
COG3332	R	Uncharacterized stress-responsive protein, TANGO2 (Transport and Golgi organisation 2) family, contains NRDE motif	0.1373	0.0160	0.1951	1	5	0	1/5	0.0090	0.0160	0.0126	0.5161	0.1327
COG3333	R	TctA family transporter	0.0088	0.0056	0.0078	0	5	0	0/5	0.0056	0.0029	0.0056	0.0242	0.0055
COG3334	N	Flagellar motility protein MotE, a chaperone for MotC folding	0.0020	0.0019	0.0003	0	5	0	0/5	0.0016	0.0024	0.0019	0.0022	0.0019
COG3335	X	Transposase	0.3790	0.3771	0.3116	1	5	0	1/5	0.0816	0.3771	0.0536	0.9103	0.4725
COG3336	CO	Cytochrome c oxidase assembly protein CtaG	0.0031	0.0009	0.0047	0	5	0	0/5	0.0003	0.0009	0.0007	0.0126	0.0011
COG3337	V	CRISPR-Cas system type III CMR-effector complex small subunit Cmr5	0.5003	0.5201	0.3651	3	5	1	3/5	0.1406	0.8145	0.0455	0.9810	0.5201
COG3338	P	Carbonic anhydrase	0.0046	0.0019	0.0061	0	5	0	0/5	0.0019	0.0013	0.0009	0.0169	0.0022
COG3339	S	Uncharacterized membrane protein YkvA, DUF1232 family	0.2085	0.1534	0.2358	1	5	0	1/5	0.0397	0.1534	0.0196	0.6656	0.1641
